address,date,image_link,link_to_page,n_reviews,review,title,user_location,username,latitude,longitude,sentiment_polarity
"Winkhill, Staffordshire, West Midlands, England, UK",2016-11-15,https://media-cdn.tripadvisor.com/media/photo-i/01/f2/db/02/main-sign.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d1048124-Reviews-Wildcat_Willies_Ranch_Grill_Saloon-Springdale_Utah.html?t=28965#REVIEWS,1991,"As it's Utah, one thing to note is hat you can't order more than a certain amount of liquor at any one time (and coming from the UK and having travelled through 12 different US states, I can tell ya, the different liquor laws sometimes",Wildcat Willies Ranch Grill & Saloon,"Winkhill, United Kingdom",Selina C,53.0597021,-1.9109439,0.17857142857142858
"Dallas, Dallas County, Texas, United States of America",2016-07-10,https://media-cdn.tripadvisor.com/media/photo-i/01/f2/db/02/main-sign.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d1048124-Reviews-Wildcat_Willies_Ranch_Grill_Saloon-Springdale_Utah.html?t=28965#REVIEWS,1991,"A lot of locals come here. Sit by the bar, the lovely waitress was as sweet as can be. Also- remember that it's a law in Utah, if you want to drink (beer, wine, liquor )you must order food.",Wildcat Willies Ranch Grill & Saloon,"Dallas, Texas",Mayra285,32.7762719,-96.7968559,0.425
"Ipswich, Essex, Massachusetts, United States of America",2013-07-01,https://media-cdn.tripadvisor.com/media/photo-i/01/f2/db/02/main-sign.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d1048124-Reviews-Wildcat_Willies_Ranch_Grill_Saloon-Springdale_Utah.html?t=28965#REVIEWS,1991,food - decent beer and wine selection - she even told us where to buy the same wine in town - strange liquor laws in Utah means you have to know where to look to purchase wine and beer to go. The food at Willie's,Wildcat Willies Ranch Grill & Saloon,"Ipswich, Massachusetts",stella1st,42.679273,-70.8411583,0.03888888888888888
"Baltimore, Maryland, United States of America",2012-09-24,https://media-cdn.tripadvisor.com/media/photo-i/01/f2/db/02/main-sign.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d1048124-Reviews-Wildcat_Willies_Ranch_Grill_Saloon-Springdale_Utah.html?t=28965#REVIEWS,1991,"Also a good place for a drink, although Utah's liquor laws require that you order some food if you want to have more than one drink. Get the chips and dip, then order a couple Bumbleberry Margaritas and enjoy!",Wildcat Willies Ranch Grill & Saloon,baltimore,knowdelays,39.2908816,-76.610759,0.5666666666666667
"Sandy, Utah, United States of America",2017-02-06,https://media-cdn.tripadvisor.com/media/photo-s/02/3b/d9/f4/blue-boar-inn-and-restaurant.jpg,https://www.tripadvisor.com/Restaurant_Review-g57063-d626762-Reviews-Blue_Boar_Inn_and_Restaurant-Midway_Utah.html?t=28965#REVIEWS,125,"I was then given a little mini-lecture on Utah liquor laws, after I explained that I live in Utah and I'm intimately familiar with the laws. I do understand that Utah liquor laws are weird. But I have had this particular drink dozens and dozens",Blue Boar Inn and Restaurant,Sandy UT,rknap14,40.572851,-111.833449631627,-0.001893939393939398
"Charlottesville, Virginia, United States of America",2017-07-25,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"Tacos, burritos, and other Mexican food were terrific, with huge portions. Friendly atmosphere and good service. No liquor license, so under Utah law only beer and wine.",Oscar's Cafe,charlottesville,cvillediner,38.029306,-78.4766781,0.19285714285714287
"Las Vegas, Clark County, Nevada, United States of America",2015-06-29,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"The wine-based margarita isn't bad either (you're in Utah - liquor laws have a whole new meaning here). Sitting outside is dog friendly, but do beware of the flies. The service can be slow when they are super busy. But everyone should stop for a",Oscar's Cafe,"Las Vegas, Nevada",Suzi H,36.1662859,-115.149225,0.018087121212121225
"Tarpon Springs, Pinellas County, Florida, United States of America",2015-07-13,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"So, you won't get a liquor drink here. Utah insanity laws prohibit the place from serving due to being down the street from the elementary school. Utah destroys business like no other state. This being said, the food is pretty grand. We had the Murder",Oscar's Cafe,"Tarpon Springs, Florida",Greg R,28.1477885,-82.7774086726313,0.1386574074074074
"Town of Windsor Locks, Hartford County, Connecticut, United States of America",2013-05-25,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"The service was very good and I enjoyed my ""margarita"" made with white wine (due to Utah liquor laws). I don't think you can go wrong with eating here, but it was the busiest restaurant we visited so choose your dining time wisely.",Oscar's Cafe,"Windsor Locks, Connecticut",Karen D,41.9229568,-72.6597964667531,0.24749999999999997
"Racine, Racine County, Wisconsin, United States of America",2013-04-17,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"Don't expect to get liquor here - Utah's unique laws and their proximity to an elementary school mean they can only serve beer and wine. They handled it well though with a ""white wine margarita"" made with Moscato instead of tequila - very tasty!",Oscar's Cafe,"Racine, Wisconsin",Rebecca E,42.7260523,-87.7825242,0.10208333333333335
"Washington County, Utah, United States of America",2012-06-28,https://media-cdn.tripadvisor.com/media/photo-f/01/25/9c/fe/oscar-s.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d511866-Reviews-Oscar_s_Cafe-Springdale_Utah.html?t=28965#REVIEWS,3797,"Utah has MORONIC liquor laws. My husband and I both love good draft beer. In Utah, State Law does not allow more than 4% ABV in draft beer resulting in a watered-down version of what the beer should taste like. Not the fault of the",Oscar's Cafe,"Washington, Utah",AJUC,37.2393471,-113.525776,0.5666666666666667
"Preston, Lancs, North West England, England, UK",2014-07-12,https://media-cdn.tripadvisor.com/media/photo-f/01/8f/c4/3f/escalante-outfitters.jpg,https://www.tripadvisor.com/Restaurant_Review-g56980-d1821394-Reviews-Escalante_Outfitters_Cafe-Escalante_Utah.html?t=28965#REVIEWS,642,There is an outdoor area to have drink or a meal - we have the Utah liquor laws explained to us - you have to have something to eat with alcohol - a cookie with a beer was fine! The pizza wa excellent and the,Escalante Outfitters Cafe,"Preston, United Kingdom",Littlesoapyfrog,53.7589938,-2.7051618,0.7604166666666667
"Midland, Midland County, Texas, United States of America",2013-02-27,https://media-cdn.tripadvisor.com/media/photo-s/04/46/9b/56/wasatch-brew-pub.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d396401-Reviews-Wasatch_Brew_Pub-Park_City_Utah.html?t=28965#REVIEWS,774,"Food was really good. The prices were decent for Park City. The liquor laws are different in Utah, so don't expect a Long Island tea. The service was great.",Wasatch Brew Pub,"Midland, Texas",snev61,31.9973662,-102.0779482,0.32333333333333336
"Portland, Multnomah County, Oregon, United States of America",2015-02-19,https://media-cdn.tripadvisor.com/media/photo-f/05/b3/83/b0/poutine.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d5065143-Reviews-The_Annex-Salt_Lake_City_Utah.html?t=28965#REVIEWS,52,"The Annex also has beer available to take-away, but only during certain hours (darn Utah liquor laws!). The appetizers were delicious! We had the poutine and Korean chili wings to start, both phenomenal. Our main courses were also spectacular, except mine. I had the herb",The Annex,"Portland, Oregon",PDXMary,45.5202471,-122.6741949,0.4192176870748299
"Lake Shore, Cass County, Minnesota, United States of America",2016-01-10,https://media-cdn.tripadvisor.com/media/photo-s/0b/7b/ce/5b/the-proper-burger.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d4297387-Reviews-Avenues_Proper-Salt_Lake_City_Utah.html?t=28965#REVIEWS,86,"Knowing that the Utah liquor laws are a bit goofy, we understood that tap beer is limited to 4.0%. That said, Proper does a great job with their beer flavors. Especially their IPA. For only 4.0%, this beer is surprisingly good! For dinner I had",Avenues Proper,"Lake Shore, Minnesota",Mark A,46.4855226,-94.3605573,0.30051020408163265
"St. George, Washington County, Utah, United States of America",2017-02-20,https://media-cdn.tripadvisor.com/media/photo-i/0c/d2/bc/b0/photo1jpg.jpg,https://www.tripadvisor.com/Restaurant_Review-g57119-d9704591-Reviews-Even_Stevens_Sandwiches-St_George_Utah.html?t=28965#REVIEWS,75,YOUR ID even if you're a Senior CItizen they will not serve you without an ID because of the asinine Planet Utah liquor laws. Ridiculous. Almost an invasion of privacy to see someone's license scanned to buy a beer or glass of wine. Unfortunate for,Even Stevens Sandwiches,"St. George, Utah",Janet F,37.104153,-113.5841313,-0.41666666666666663
"Alamosa, Alamosa County, Colorado, United States of America",2014-11-03,https://media-cdn.tripadvisor.com/media/photo-s/06/91/8e/cb/roosters.jpg,https://www.tripadvisor.com/Restaurant_Review-g57041-d811139-Reviews-Roosters-Layton_Davis_County_Utah.html?t=28965#REVIEWS,197,"Unfortunately, because of Utah liquor laws, all the beer they serve is 3.2%. If they wanted to serve to beer they brew, they would have to sell it to the sate, go through the insane regulatory process, but it back from the sate and then",Roosters,"Alamosa, Colorado",Dean H,37.469877,-105.8696009,-0.5
"Peoria, Peoria County, Illinois, United States of America",2013-10-06,https://media-cdn.tripadvisor.com/media/photo-f/02/f7/4b/f6/kan-kun-mexican-restaurant.jpg,https://www.tripadvisor.com/Restaurant_Review-g56931-d510717-Reviews-Kan_Kun_Mexican_Restaurant-Beaver_Utah.html?t=28965#REVIEWS,94,"Waitress gave Interesting facts about liquor laws in UT. Good service and food. Too bad the flan was out, though.",Kan Kun Mexican Restaurant,"Peoria, Illinois",CACHICK57,40.6938609,-89.5891008,0.1666666666666667
"St. George, Washington County, Utah, United States of America",2017-07-31,https://media-cdn.tripadvisor.com/media/photo-s/07/5a/00/ca/the-blu-pig.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d2163920-Reviews-The_Blu_Pig-Moab_Utah.html?t=28965#REVIEWS,1379,Also Utah liquor laws aside the cocktails were very tasty! There was also live music which made for a great chill vibe after a busy day! It's a little pricey but that's to be expected for what you get!,The Blu Pig,"St. George, Utah",MonikaHolly,37.104153,-113.5841313,0.16647727272727275
"Gretna, Sarpy County, Nebraska, United States of America",2016-10-04,https://media-cdn.tripadvisor.com/media/photo-s/07/5a/00/ca/the-blu-pig.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d2163920-Reviews-The_Blu_Pig-Moab_Utah.html?t=28965#REVIEWS,1379,"Although be careful, apparently UT liquor laws, make al beer a 3.2 beer, unless it's locally brewed. Which is no big deal per se, but you will still pay full price. But, that's more on the state then the Blue Pig itself. All in all,",The Blu Pig,"Gretna, Nebraska",billdawg24,41.138829,-96.2465943486475,0.1142857142857143
"Grand Junction, Mesa County, Colorado, United States of America",2016-03-07,https://media-cdn.tripadvisor.com/media/photo-s/07/5a/00/ca/the-blu-pig.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d2163920-Reviews-The_Blu_Pig-Moab_Utah.html?t=28965#REVIEWS,1379,"Still getting used to utah stupid liquor laws. The music was good, but what really stood out was the service. Christina I believe her name was had an excellent handle on her job. I have been in the service industry for years and still am",The Blu Pig,"Grand Junction, Colorado",Devin D,39.063956,-108.5507317,0.275
"Waikoloa Stream, Kohala, Hawaii, United States of America",2016-06-23,https://media-cdn.tripadvisor.com/media/photo-i/0b/ed/5a/c8/amazing-lamb-ribs-appetizer.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d797888-Reviews-MacCool_s_Public_House-Salt_Lake_City_Utah.html?t=28965#REVIEWS,120,Stopped in for a beer and the name curiosity. Ended up having some soup that was very good. Utah has some odd liquor laws. Bartender was nice and the place seemed clean and kept up.,MacCool's Public House,"Waikoloa, Hawaii",Brtndr,20.0199733,-155.7249869,0.4275
"Tucson, Pima County, Arizona, United States of America",2017-07-30,https://media-cdn.tripadvisor.com/media/photo-f/08/6e/22/85/view-of-one-section-of.jpg,https://www.tripadvisor.com/Restaurant_Review-g57110-d1028629-Reviews-Wingers-Richfield_Utah.html?t=28965#REVIEWS,152,The sign on the door says they are licensed as a restaurant and not a bar and the Utah liquor law was explained to me by the server. Yes indeed I could order a beer but I had to put in a food order before,Wingers,"Tucson, Arizona",vagabondginger,32.2218917,-110.9262353,0.0
"Denver, Denver County, Colorado, United States of America",2014-12-30,https://media-cdn.tripadvisor.com/media/photo-f/05/1c/51/90/getlstd-property-photo.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d5724144-Reviews-Burgers_Bourbon-Park_City_Utah.html?t=28965#REVIEWS,104,"And then, because of Utah's weird liquor laws a ""flight"" of bourbons consists of three 1/3-oz ""shots"" of whiskey, for $16 or more. The markup on that is HUGE! All of this is to be expected in a ski town like Park City, though, since",Burgers & Bourbon,"Denver, Colorado",kmfrett,39.7391536,-104.9847034,0.10000000000000003
"Utah, United States of America",2013-01-26,https://media-cdn.tripadvisor.com/media/photo-s/03/a7/29/c1/shooting-star-saloon.jpg,https://www.tripadvisor.com/Restaurant_Review-g57021-d470752-Reviews-Shooting_Star_Saloon-Huntsville_Utah.html?t=28965#REVIEWS,122,"Don't get me started on Utah's goofy liquor laws. Food choices consist of a number of different burger and or hot dog combinations that are all served with a small bag of chips. Fries are not available. The ""signature"" item is the Star Burger. It's",Shooting Star Saloon,Utah,TravelHoundUtah,39.4225192,-111.7143584,0.06
"St. George, Washington County, Utah, United States of America",2016-01-30,https://media-cdn.tripadvisor.com/media/photo-s/02/86/96/f2/filename-012-jpg-thumbnail0.jpg,https://www.tripadvisor.com/Restaurant_Review-g57119-d420069-Reviews-Outback_Steakhouse-St_George_Utah.html?t=28965#REVIEWS,189,d. EVERYONE IS! Even senior citizens. Be patient with servers even if it is a bit irritating because of the UTAH liquor laws. This is after all Planet Utah!,Outback Steakhouse,"St. George, Utah",Janet F,37.104153,-113.5841313,-0.5
"San Diego, San Diego County, California, United States of America",2013-05-28,https://media-cdn.tripadvisor.com/media/photo-f/02/72/55/04/filename-img-1737-jpg.jpg,https://www.tripadvisor.com/Restaurant_Review-g57140-d538229-Reviews-Owl_Bar-Sundance_Utah.html?t=28965#REVIEWS,96,"is full of specialty drinks (and you need advice on how to order the best drinks when in Utah because of the liquor laws). The hot toddy in the winter is the best choice, and then ""Bob's Beer"" in an ice cold mug is great",Owl Bar,"San Diego, California",KellyRudy,32.7174209,-117.1627714,0.4666666666666666
"Panama City, Bay County, Florida, United States of America",2014-08-26,https://media-cdn.tripadvisor.com/media/photo-s/02/ae/cf/8a/filename-berhv-jpg-thumbnail0.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d2321553-Reviews-Beerhive_Pub-Salt_Lake_City_Utah.html?t=28965#REVIEWS,198,Being a dedicated bar they don't have to harass you about eating before serving your alcohol as required by Utah's draconian liquor laws. Friendly staff. Good amount of seating inside for larger groups and a small patio out front. The seats at the bar allow,Beerhive Pub,"Panama City, Florida",Rather_Nomadic,30.1600827,-85.6545729,0.20625
"Daytona Beach Shores, Volusia County, Florida, United States of America",2016-06-23,https://media-cdn.tripadvisor.com/media/photo-s/01/0a/41/ab/cafe-diablo-sign-in-torrey.jpg,https://www.tripadvisor.com/Restaurant_Review-g60758-d514617-Reviews-Cafe_Diablo-Torrey_Utah.html?t=28965#REVIEWS,1453,"in Utah that look like they could have been restaurants (we've seen two since this meal), you will understand more about Utah liquor laws. Just sayin'... The food was marvelous and Chance was a real treat. We treated ourselves with the blueberry desert with the",Cafe Diablo,"Daytona Beach Shores, FL",Ed E,29.1760933,-80.9828323,0.5666666666666667
"Orlando, Orange County, Florida, United States of America",2016-05-28,https://media-cdn.tripadvisor.com/media/photo-s/01/0a/41/ab/cafe-diablo-sign-in-torrey.jpg,https://www.tripadvisor.com/Restaurant_Review-g60758-d514617-Reviews-Cafe_Diablo-Torrey_Utah.html?t=28965#REVIEWS,1453,"The people at the table next to us were back for the second day in a row. The margaritas were not good, but that's because of Utah's liquor laws which make it nearly impossible to get a good drink anywhere in the state.",Cafe Diablo,"Orlando, Florida",SeeingSites,28.5423999,-81.3794368,-0.05277777777777778
"Las Vegas, Clark County, Nevada, United States of America",2015-09-13,https://media-cdn.tripadvisor.com/media/photo-s/03/16/3c/a9/george-s-corner-restaurant.jpg,https://www.tripadvisor.com/Restaurant_Review-g57119-d3543695-Reviews-George_s_Corner_Restaurant_Pub-St_George_Utah.html?t=28965#REVIEWS,826,"local beer selection, especially considering it is in Utah where the quality of the available beers can be degraded by the state liquor laws. There are some very good breweries in Utah and you can taste some of them here - and the food is",George's Corner Restaurant & Pub,Las Vegas,Zoomie70,36.1662859,-115.149225,0.3275
"Denver, Denver County, Colorado, United States of America",2014-09-27,https://media-cdn.tripadvisor.com/media/photo-s/03/16/3c/a9/george-s-corner-restaurant.jpg,https://www.tripadvisor.com/Restaurant_Review-g57119-d3543695-Reviews-George_s_Corner_Restaurant_Pub-St_George_Utah.html?t=28965#REVIEWS,826,"It is unique in that it tries as hard as it can to be a real bar, but the liquor laws in the county make that hard -- no fault of George's. That said, some things still lack. I came at the end of September,",George's Corner Restaurant & Pub,"Denver, Colorado",krykie,39.7391536,-104.9847034,-0.021666666666666667
"Salt Lake City, Utah, United States of America",2014-11-05,https://media-cdn.tripadvisor.com/media/photo-s/03/16/3c/a9/george-s-corner-restaurant.jpg,https://www.tripadvisor.com/Restaurant_Review-g57119-d3543695-Reviews-George_s_Corner_Restaurant_Pub-St_George_Utah.html?t=28965#REVIEWS,826,"My husband said the fish and chips were ordinary, I had a wedge salad (blue cheese dressing was boring) and my sister-in-law had a spinach salad which she liked. Nice atmosphere, but don't know if I will go back. NOTE: If you offer a beer",George's Corner Restaurant & Pub,"Salt Lake City, Utah",Mer57maid,40.7670126,-111.8904308,-0.00833333333333334
"Buckley, Pierce County, Washington, United States of America",2016-05-03,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/55/b8/red-rock-brewery.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d484982-Reviews-Red_Rock_Brewing_Company-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1295,"Due to UT laws governing liquor, if you want draft beer from the 'tap' expect 3.2 or 4.0 alcohol ABV. However if you buy their bottled beer they can have higher content alcohol ABV. I tried their Bobcat (brown ale), 20th Anniversary (Imperial Red Ale,",Red Rock Brewing Company,"Buckley, Washington",Kimovr55,47.1622483,-122.027746,0.03125
"Dallas, Polk County, Oregon, United States of America",2015-05-20,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/55/b8/red-rock-brewery.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d484982-Reviews-Red_Rock_Brewing_Company-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1295,"They have a good sized beer list, the better beers in Utah are bottled, not on tap. Something about Utah's liquor laws, I had no idea. I enjoyed Red Rock's Elephino Double IPA (beer).",Red Rock Brewing Company,"Dallas, Oregon",NanaLaurie55,44.9189206,-123.3158695,0.33999999999999997
"San Antonio, Bexar County, Texas, United States of America",2014-02-07,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/55/b8/red-rock-brewery.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d484982-Reviews-Red_Rock_Brewing_Company-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1295,"Knowing that SLC has been updating their liquor laws, etc., I confirmed there was not restriction against selling beer w/o ordering food. I do want to add that the food on the menu did look good and the environment (excepting the waiter) seemed to have",Red Rock Brewing Company,"San Antonio, Texas",YO_LOOK_AT_ME,29.4246002,-98.4951405,0.55
"Colorado Springs, El Paso County, Colorado, United States of America",2017-05-28,https://media-cdn.tripadvisor.com/media/photo-s/07/ce/8e/1f/the-spoke-on-center.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d7954499-Reviews-The_Spoke_on_Center-Moab_Utah.html?t=28965#REVIEWS,903,"Not being completely aware of Utah liquor laws he ordered a drink or two and was told he had to order food. But they didn't tell him until he tried to pay his tab. That put a sour taste in his mouth about the place,",The Spoke on Center,"Colorado Springs, Colorado, United States",DezinerDiva,38.8339578,-104.8253485,0.04999999999999999
"Tulsa, Tulsa County, Oklahoma, United States of America",2015-05-02,https://media-cdn.tripadvisor.com/media/photo-s/07/ce/8e/1f/the-spoke-on-center.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d7954499-Reviews-The_Spoke_on_Center-Moab_Utah.html?t=28965#REVIEWS,903,Service was very friendly (I think that is a Moab thing--being friendly) and the atmosphere perfect for the occasion. The main reason for not giving five stars has more to do with the Utah liquor laws: one oz pore max. Drinks are worthless.,The Spoke on Center,"Tulsa, Oklahoma",Harold L,36.1556805,-95.9929113,0.2881944444444445
"Draper, Salt Lake County, Utah, United States of America",2017-09-14,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,Fancier (and expensive) but the dress is still very casual! We got a table upstairs which was nice because it was much quieter and spacious. The Chicken Marsala had a sauce more like gravy than we are used to but it still had good flavor.,Rocking V Cafe,"Draper, Utah",sttdiver,40.5246711,-111.8638226,0.012499999999999956
"Goliad, Goliad County, Texas, United States of America",2017-09-11,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,Best place to sit and enjoy great fresh food after a day on the trail. Friendly servers with great smiles.,Rocking V Cafe,"Goliad, Texas, United States",Cindi S,28.6683252,-97.3883265,0.6124999999999999
"Púchov, Trenčiansky kraj, Západné Slovensko, 020 01, Slovensko",2017-09-10,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,"Me and my friend had dinner at this restaurant. Place looks amazing with all the lights, art and friendly atmosphere. We were seated and served quickly by amazing, friendly and charming servers. Food was delicios starting with lobster soup, fresh bread, best caesar salad ever,",Rocking V Cafe,"Puchov, Slovakia",marospotocny,49.123928,18.3239559,0.49375
"New York, United States of America",2017-09-09,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,"I stopped in here at 8:00pm on a Friday night and was able to be sat readily. I had the Chana masala and it was filling and filled with vegetables. They had a spicy vegetable soup that was included, and it was really good. 30$",Rocking V Cafe,NY,4figgy,43.1561681,-75.8449946,0.45
"Chicago, Cook County, Illinois, United States of America",2017-09-09,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,Rocking V Cafe is a hidden gem. From the Spanish meatball soup & the enchiladas to the award winning key lime pie; Rocking V did not disappoint. We were extremely happy with our dining experience!,Rocking V Cafe,"Chicago, Illinois",Emily C,41.8755546,-87.6244212,0.2666666666666667
"San Diego, San Diego County, California, United States of America",2017-09-09,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,Im heading to Bryce Canyon and I am starving so I pull through this small speck on the map called Kanab and this restaurant is located on the main street and all lit up. The place is packed so it must be good right? At,Rocking V Cafe,"San Diego, CA, United States",Jonathan W,32.7174209,-117.1627714,0.22559523809523807
"Kansas City, Wyandotte County, Kansas, United States of America",2017-09-09,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,My family and I enjoyed the food and the service at Rocking V. We did not however feel the food matched the prices. Of the four meals we tasted from it was the pork chop that was the best by far (also the highest $).,Rocking V Cafe,"Kansas City, Kansas",LoganMiller88,39.1146799,-94.7495246,0.5333333333333333
"Springfield, Union County, New Jersey, 07081, United States of America",2017-09-02,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,"I was hesitant to order an Indian dish at an American restaurant, but I was really in the mood for chickpeas. I am so glad I ordered it because it was delicious! My friend loved her salad. We brought take-out for the rest of the",Rocking V Cafe,07081,Fabjunk,40.7143561,-74.3249052,0.48
"Clichy, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92110, France",2017-09-02,https://media-cdn.tripadvisor.com/media/photo-i/0d/b8/5b/35/oooooooomore-pretty-lights.jpg,https://www.tripadvisor.com/Restaurant_Review-g57030-d501070-Reviews-Rocking_V_Cafe-Kanab_Utah.html?t=28965#REVIEWS,2380,"We showed up there for dinner early august 2017 without a reservation but they managed to seat us quite quickly despite that fact. It gets really busy there! Food was very good (salad for the grown ups, grilled cheese and pasta for the kids) and",Rocking V Cafe,"Clichy, France",André Q,48.9026,2.30551,0.3670833333333333
"Salt Lake City, Utah, United States of America",2017-07-09,https://media-cdn.tripadvisor.com/media/photo-i/0c/f4/43/5a/cocktails-at-under-current.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d9804818-Reviews-Under_Current_Bar-Salt_Lake_City_Utah.html?t=28965#REVIEWS,14,"Creativity reigns behind the bar, and the mixologists work wonders with Utah's archaic liquor laws. This bar is not pretending to be anything but what is is. Undercurrent is not a dive bar, local tavern, or gastro pub. It is an urbane cocktail lounge that",Under Current Bar,"Salt Lake City, Utah",Philip G,40.7670126,-111.8904308,-0.2
"Salt Lake City, Utah, United States of America",2016-02-03,https://media-cdn.tripadvisor.com/media/photo-i/0c/f4/43/5a/cocktails-at-under-current.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d9804818-Reviews-Under_Current_Bar-Salt_Lake_City_Utah.html?t=28965#REVIEWS,14,"All my drinks were fantastic, and the obscure Utah liquor laws never interfered with good drinking. The bar food is fabulous, creative and tasty. Sometimes I need Armani and Gucci when North Face and Sierra Club won't do. Under Current is now my neighborhood bar",Under Current Bar,"Salt Lake City, Utah",Philip G,40.7670126,-111.8904308,0.4
"Panama City, Bay County, Florida, United States of America",2016-08-13,https://media-cdn.tripadvisor.com/media/photo-i/0d/d4/8b/dd/proper-burger-company.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d10734848-Reviews-Proper_Burger_Company-Salt_Lake_City_Utah.html?t=28965#REVIEWS,26,This is really two Proper businesses located next door to each other due to Utah's liquor laws. The burger company makes great burgers and I really enjoyed the Korea version with spicy kimchi and a fried egg. They will bring your hamburger over to the,Proper Burger Company,"Panama City, Florida",Rather_Nomadic,30.1600827,-85.6545729,0.17857142857142858
